"Dealer_No","Dealer_Name","Dealer_Region","Phone"
"85257-3102","Rabun Used Car Sales","Scottsdale","6369267"
"78758-7841","Race Car Help","Austin","8875803"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8001428"
"85257-3102","Tri-State Mack Inc","Scottsdale","7263050"
"78758-7841","U-Haul CO","Austin","7631462"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","6284138"
"60504-7114","C & M Motors Inc","Aurora","8505763"
"38701-8047","Capitol KIA","Greenville","7732717"
"99301-3882","Chrysler of Tri-Cities","Pasco","8974784"
"53546-9427","Chrysler Plymouth","Janesville","8608359"
"06457-3834","Diehl Motor CO Inc","Janesville","8403838"
"78758-7841","Race Car Help","Austin","6356206"
"38701-8047","Gartner Buick Hyundai Saab","Austin","8414102"
"99301-3882","Hatfield Volkswagen","Janesville","7379408"
"53546-9427","Iceberg Rentals","Scottsdale","7653538"
"85257-3102","McKinney Dodge Chrysler Jeep","Austin","8365420"
"78758-7841","Motor Vehicle Branch Office","Middletown","7214445"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8282706"
"60504-7114","Saab-Belle Dodge","Aurora","8232134"
"38701-8047","Scrivener Performance Engineering","Greenville","7033655"
"99301-3882","Star Enterprises Inc","Pasco","6677245"
"53546-9427","Suburban Ford","Janesville","7765322"
"85257-3102","Tri-State Mack Inc","Scottsdale","6872525"
"78758-7841","U-Haul CO","Austin","6002998"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","8928661"
"99301-3882","Chrysler of Tri-Cities","Greenville","8973448"
"06457-3834","Diehl Motor CO Inc","Austin","7123918"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","6464425"
"78758-7841","Motor Vehicle Branch Office","Austin","7891405"
"06457-3834","Nebo Chevrolet","Middletown","8246066"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","6362075"
"38701-8047","Pars Auto Sales","Greenville","6575531"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","7580953"
"60504-7114","Saab-Belle Dodge","Aurora","8011515"
"38701-8047","Scrivener Performance Engineering","Greenville","8527216"
"99301-3882","Star Enterprises Inc","Pasco","6784129"
"53546-9427","Suburban Ford","Janesville","8885364"
"85257-3102","Tri-State Mack Inc","Austin","8226270"
"78758-7841","U-Haul CO","Austin","6478607"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8262408"
"85257-3102","Rabun Used Car Sales","Scottsdale","8851572"
"85257-3102","Classic Chevy","Scottsdale","7673891"
"78758-7841","Clay Johnson Auto Sales","Austin","8054987"
"06457-3834","Diehl Motor CO Inc","Middletown","8928430"
"60504-7114","Enterprise Rent A Car","Aurora","8812716"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","8378169"
"53546-9427","Suburban Ford","Janesville","6261709"
"53546-9427","Iceberg Rentals","Janesville","7279330"
"85257-3102","Tri-State Mack Inc","Austin","8198224"
"06457-3834","Nebo Chevrolet","Aurora","8477827"
"99301-3882","Chrysler of Tri-Cities","Austin","6608855"
"38701-8047","Pars Auto Sales","Pasco","6541455"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Janesville","6631542"
"53546-9427","Progressive Shippers Cooperative Association No","Scottsdale","7135746"
"85257-3102","Rabun Used Car Sales","Austin","6199090"
"78758-7841","Race Car Help","Middletown","8486721"
"06457-3834","Ryder Truck Rental and Leasing","Aurora","7045405"
"60504-7114","C & M Motors Inc","Aurora","7135308"
"38701-8047","Capitol KIA","Greenville","6125793"
"99301-3882","Chrysler of Tri-Cities","Pasco","6285620"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6616874"
"85257-3102","Rabun Used Car Sales","Scottsdale","8001056"
"78758-7841","Race Car Help","Austin","6327667"
"78758-7841","Race Car Help","Austin","6677814"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6918254"
"60504-7114","Saab-Belle Dodge","Aurora","8584566"
"78758-7841","Motor Vehicle Branch Office","Austin","6835807"
"06457-3834","Nebo Chevrolet","Middletown","7158561"
"38701-8047","Pars Auto Sales","Greenville","6906972"
"60504-7114","Saab-Belle Dodge","Greenville","7219042"
"38701-8047","Scrivener Performance Engineering","Pasco","7646137"
"99301-3882","Star Enterprises Inc","Janesville","6736254"
"53546-9427","Chrysler Plymouth","Janesville","8806094"
"85257-3102","Classic Chevy","Scottsdale","7485080"
"78758-7841","Clay Johnson Auto Sales","Austin","8635781"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7697275"
"60504-7114","Saab-Belle Dodge","Aurora","8326273"
"38701-8047","Scrivener Performance Engineering","Greenville","8675849"
"38701-8047","Scrivener Performance Engineering","Greenville","6852213"
"99301-3882","Star Enterprises Inc","Pasco","6289861"
"53546-9427","Suburban Ford","Janesville","7977359"
"38701-8047","Pars Auto Sales","Greenville","8118201"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6466663"
"06457-3834","Nebo Chevrolet","Middletown","6020678"
"53546-9427","Suburban Ford","Scottsdale","6452383"
"85257-3102","Tri-State Mack Inc","Austin","8521858"
"78758-7841","U-Haul CO","Middletown","6438090"
"06457-3834","Diehl Motor CO Inc","Middletown","7283681"
"60504-7114","Enterprise Rent A Car","Aurora","8896135"
"99301-3882","Star Enterprises Inc","Pasco","8087925"
"53546-9427","Suburban Ford","Janesville","8380491"
"85257-3102","Tri-State Mack Inc","Scottsdale","6631477"
"78758-7841","U-Haul CO","Austin","6536839"
"85257-3102","Rabun Used Car Sales","Scottsdale","7007135"
"78758-7841","Race Car Help","Austin","8832826"
"53546-9427","Progressive Shippers Cooperative Association No","Aurora","6391264"
"85257-3102","Rabun Used Car Sales","Greenville","7998623"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","8196804"
"99301-3882","Hatfield Volkswagen","Pasco","7972719"
"85257-3102","Tri-State Mack Inc","Scottsdale","8743071"
"78758-7841","U-Haul CO","Austin","7705516"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","6466455"
"60504-7114","C & M Motors Inc","Aurora","6926317"
"78758-7841","Race Car Help","Austin","6528347"
"99301-3882","Star Enterprises Inc","Pasco","6321171"
"78758-7841","Race Car Help","Pasco","6948195"
"06457-3834","Ryder Truck Rental and Leasing","Janesville","8653853"
"53546-9427","Iceberg Rentals","Janesville","7390232"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8773780"
"38701-8047","Capitol KIA","Greenville","8434935"
"38701-8047","Scrivener Performance Engineering","Greenville","8290004"
"60504-7114","Saab-Belle Dodge","Scottsdale","7872509"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","8101678"
"78758-7841","Motor Vehicle Branch Office","Austin","8755338"
"99301-3882","Chrysler of Tri-Cities","Pasco","8573478"
"78758-7841","Race Car Help","Austin","6182819"
"99301-3882","Chrysler of Tri-Cities","Pasco","6272168"
"53546-9427","Chrysler Plymouth","Janesville","8125633"
"99301-3882","Star Enterprises Inc","Pasco","7478439"
"53546-9427","Suburban Ford","Janesville","7364033"
"38701-8047","Scrivener Performance Engineering","Austin","7841055"
"99301-3882","Star Enterprises Inc","Middletown","6027351"
"06457-3834","Nebo Chevrolet","Middletown","8291553"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","6295734"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8374673"
"60504-7114","Saab-Belle Dodge","Aurora","8675887"
"85257-3102","Classic Chevy","Austin","7765301"
"78758-7841","Clay Johnson Auto Sales","Austin","8993047"
"85257-3102","Tri-State Mack Inc","Scottsdale","6252638"
"78758-7841","U-Haul CO","Austin","6316143"
"53546-9427","Suburban Ford","Aurora","7991070"
"85257-3102","Tri-State Mack Inc","Greenville","8391158"
"38701-8047","Pars Auto Sales","Greenville","6498035"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","7947220"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","7479865"
"85257-3102","Rabun Used Car Sales","Scottsdale","6617011"
"78758-7841","Race Car Help","Austin","7395060"
"38701-8047","Scrivener Performance Engineering","Greenville","8862051"
"99301-3882","Star Enterprises Inc","Pasco","8442009"
"53546-9427","Suburban Ford","Janesville","8411665"
"85257-3102","Tri-State Mack Inc","Scottsdale","6977939"
"78758-7841","U-Haul CO","Austin","6307214"
"06457-3834","Diehl Motor CO Inc","Middletown","6871183"
"60504-7114","Enterprise Rent A Car","Aurora","7966597"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","8943064"
"99301-3882","Hatfield Volkswagen","Pasco","8643987"
"53546-9427","Iceberg Rentals","Janesville","8869478"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8978357"
"85257-3102","Rabun Used Car Sales","Scottsdale","8907733"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6505188"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6015528"
"60504-7114","Saab-Belle Dodge","Aurora","6196377"
"78758-7841","U-Haul CO","Pasco","6805022"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Janesville","8790801"
"60504-7114","C & M Motors Inc","Scottsdale","7851186"
"38701-8047","Capitol KIA","Austin","6279351"
"99301-3882","Chrysler of Tri-Cities","Middletown","6871210"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7221911"
"60504-7114","Saab-Belle Dodge","Aurora","7612460"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","7343502"
"60504-7114","C & M Motors Inc","Aurora","7074236"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","8283838"
"78758-7841","Motor Vehicle Branch Office","Austin","7010511"
"38701-8047","Scrivener Performance Engineering","Greenville","7683890"
"99301-3882","Star Enterprises Inc","Pasco","8092870"
"53546-9427","Chrysler Plymouth","Aurora","6936555"
"85257-3102","Classic Chevy","Greenville","6340172"
"38701-8047","Scrivener Performance Engineering","Greenville","8089010"
"99301-3882","Star Enterprises Inc","Pasco","8430439"
"53546-9427","Suburban Ford","Janesville","7031083"
"85257-3102","Tri-State Mack Inc","Scottsdale","8471190"
"78758-7841","U-Haul CO","Austin","7774563"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8716913"
"85257-3102","Rabun Used Car Sales","Scottsdale","8732635"
"38701-8047","Capitol KIA","Greenville","8552255"
"99301-3882","Chrysler of Tri-Cities","Pasco","6299231"
"38701-8047","Pars Auto Sales","Greenville","6047672"
"85257-3102","Classic Chevy","Scottsdale","8039027"
"78758-7841","Clay Johnson Auto Sales","Austin","6067809"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","8932822"
"06457-3834","Nebo Chevrolet","Middletown","8267311"
"06457-3834","Nebo Chevrolet","Middletown","7557998"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","8255349"
"38701-8047","Pars Auto Sales","Greenville","7000246"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","8946990"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","7497712"
"85257-3102","Rabun Used Car Sales","Scottsdale","6698203"
"78758-7841","Race Car Help","Austin","8175951"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6297123"
"60504-7114","C & M Motors Inc","Aurora","6457346"
"78758-7841","U-Haul CO","Austin","6871530"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","7298842"
"60504-7114","C & M Motors Inc","Aurora","7395758"
"38701-8047","Capitol KIA","Greenville","8094001"
"99301-3882","Chrysler of Tri-Cities","Pasco","6460680"
"78758-7841","Clay Johnson Auto Sales","Pasco","6047744"
"06457-3834","Diehl Motor CO Inc","Janesville","8695032"
"60504-7114","Enterprise Rent A Car","Scottsdale","8690167"
"38701-8047","Gartner Buick Hyundai Saab","Austin","7293514"
"99301-3882","Hatfield Volkswagen","Janesville","8436885"
"53546-9427","Iceberg Rentals","Scottsdale","7077011"
"85257-3102","McKinney Dodge Chrysler Jeep","Austin","8369000"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7647213"
"60504-7114","Saab-Belle Dodge","Aurora","7963029"
"38701-8047","Scrivener Performance Engineering","Greenville","6762376"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6630663"
"99301-3882","Hatfield Volkswagen","Pasco","7052296"
"53546-9427","Iceberg Rentals","Janesville","7485792"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8455241"
"60504-7114","Saab-Belle Dodge","Aurora","8518048"
"38701-8047","Scrivener Performance Engineering","Greenville","6364671"
"53546-9427","Chrysler Plymouth","Janesville","8136922"
"85257-3102","Classic Chevy","Scottsdale","7685288"
"78758-7841","Clay Johnson Auto Sales","Austin","7576050"
"78758-7841","Motor Vehicle Branch Office","Middletown","6892551"
"06457-3834","Nebo Chevrolet","Aurora","7367118"
"60504-7114","New Castle Ford Lincoln Mercury","Greenville","6066163"
"99301-3882","Star Enterprises Inc","Pasco","6594733"
"53546-9427","Suburban Ford","Janesville","8853560"
"85257-3102","Tri-State Mack Inc","Scottsdale","8724372"
"78758-7841","U-Haul CO","Austin","8769804"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","7446612"
"60504-7114","C & M Motors Inc","Aurora","8795584"
"38701-8047","Capitol KIA","Greenville","7004631"
"99301-3882","Chrysler of Tri-Cities","Pasco","8582417"
"53546-9427","Chrysler Plymouth","Janesville","8002189"
"85257-3102","Classic Chevy","Scottsdale","7616743"
"78758-7841","Clay Johnson Auto Sales","Austin","8520184"
"06457-3834","Diehl Motor CO Inc","Middletown","7570002"
"60504-7114","Enterprise Rent A Car","Aurora","7415369"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6388783"
"99301-3882","Hatfield Volkswagen","Pasco","8165740"
"53546-9427","Iceberg Rentals","Janesville","8052947"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","7043970"
"78758-7841","Motor Vehicle Branch Office","Austin","8443641"
"06457-3834","Nebo Chevrolet","Middletown","6325329"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","6146754"
"38701-8047","Pars Auto Sales","Greenville","6875824"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6932836"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8763502"
"85257-3102","Rabun Used Car Sales","Scottsdale","6684119"
"78758-7841","Race Car Help","Austin","6772475"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7082422"
"60504-7114","Saab-Belle Dodge","Aurora","6352675"
"60504-7114","Enterprise Rent A Car","Aurora","7651983"
"99301-3882","Star Enterprises Inc","Pasco","8341037"
"85257-3102","Tri-State Mack Inc","Austin","8134310"
"85257-3102","Tri-State Mack Inc","Scottsdale","6161192"
"78758-7841","U-Haul CO","Austin","6036066"
"99301-3882","Star Enterprises Inc","Pasco","8317341"
"53546-9427","Suburban Ford","Janesville","7741174"
"85257-3102","Tri-State Mack Inc","Scottsdale","7143669"
"78758-7841","U-Haul CO","Austin","6077625"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8442971"
"85257-3102","Rabun Used Car Sales","Scottsdale","6434323"
"78758-7841","Race Car Help","Austin","6099899"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7770959"
"60504-7114","Saab-Belle Dodge","Aurora","8664416"
"38701-8047","Scrivener Performance Engineering","Greenville","8715850"
"99301-3882","Star Enterprises Inc","Pasco","6722600"
"53546-9427","Suburban Ford","Janesville","7381956"
"85257-3102","Tri-State Mack Inc","Scottsdale","8528664"
"78758-7841","U-Haul CO","Austin","6135948"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","8151504"
"60504-7114","C & M Motors Inc","Aurora","7449262"
"06457-3834","Diehl Motor CO Inc","Middletown","6263525"
"60504-7114","Enterprise Rent A Car","Aurora","7912705"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6023526"
"99301-3882","Star Enterprises Inc","Pasco","7528573"
"53546-9427","Iceberg Rentals","Janesville","8022456"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","6342871"
"78758-7841","Motor Vehicle Branch Office","Austin","6750650"
"06457-3834","Nebo Chevrolet","Middletown","6539279"
"38701-8047","Pars Auto Sales","Greenville","6837486"
"38701-8047","Pars Auto Sales","Greenville","8578439"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6388852"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","7494828"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8452077"
"78758-7841","Race Car Help","Austin","8774114"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8518126"
"60504-7114","Saab-Belle Dodge","Aurora","8674116"
"38701-8047","Pars Auto Sales","Pasco","6928011"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Janesville","7307787"
"53546-9427","Progressive Shippers Cooperative Association No","Scottsdale","8364695"
"85257-3102","Rabun Used Car Sales","Austin","7944509"
"78758-7841","Race Car Help","Middletown","7984884"
"06457-3834","Ryder Truck Rental and Leasing","Aurora","6585874"
"60504-7114","Saab-Belle Dodge","Greenville","6441543"
"38701-8047","Scrivener Performance Engineering","Pasco","8060024"
"99301-3882","Star Enterprises Inc","Janesville","7257825"
"53546-9427","Suburban Ford","Scottsdale","7973660"
"85257-3102","Tri-State Mack Inc","Austin","6987956"
"78758-7841","U-Haul CO","Middletown","8258579"
"53546-9427","Progressive Shippers Cooperative Association No","Aurora","7861469"
"85257-3102","Rabun Used Car Sales","Greenville","7174238"
"78758-7841","Race Car Help","Pasco","6532602"
