"Car_id","Model","Engine","Transmission","Color","Body Style","price ($)"
"C_CND_000296","Cougar","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","33000"
"C_CND_000297","Passport","Overhead Camshaft","Manual","Pale White","Hardtop","27500"
"C_CND_000298","Celica","Overhead Camshaft","Manual","Pale White","SUV","14000"
"C_CND_000299","Camaro","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","41000"
"C_CND_000300","Taurus","Overhead Camshaft","Manual","Pale White","SUV","22000"
"C_CND_000301","Focus","Overhead Camshaft","Manual","Pale White","SUV","24000"
"C_CND_000302","Boxter","Overhead Camshaft","Manual","Pale White","SUV","24250"
"C_CND_000303","Intrigue","Overhead Camshaft","Manual","Pale White","SUV","37000"
"C_CND_000304","LX470","Overhead Camshaft","Manual","Pale White","SUV","54500"
"C_CND_000305","Sebring Coupe","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","46000"
"C_CND_000306","Stratus","Overhead Camshaft","Manual","Pale White","Hatchback","37000"
"C_CND_000307","Viper","Overhead Camshaft","Manual","Black","SUV","26000"
"C_CND_000308","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21000"
"C_CND_000309","Corolla","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","41000"
"C_CND_000310","Quest","Overhead Camshaft","Manual","Black","SUV","12000"
"C_CND_000311","Stratus","Overhead Camshaft","Manual","Pale White","Hatchback","25100"
"C_CND_000312","Camry","Overhead Camshaft","Manual","Black","Hatchback","34000"
"C_CND_000313","Aurora","Overhead Camshaft","Manual","Pale White","Passenger","34000"
"C_CND_000314","Montero Sport","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","39000"
"C_CND_000315","Cougar","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","33000"
"C_CND_000316","Navigator","Overhead Camshaft","Manual","Pale White","Sedan","33000"
"C_CND_000317","RL","Overhead Camshaft","Manual","Black","SUV","18000"
"C_CND_000318","Accord","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","21000"
"C_CND_000319","Montero Sport","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","39000"
"C_CND_000320","M-Class","Overhead Camshaft","Manual","Pale White","SUV","25000"
"C_CND_000321","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","46000"
"C_CND_000322","Metro","Overhead Camshaft","Manual","Pale White","Passenger","13500"
"C_CND_000323","Dakota","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","21000"
"C_CND_000324","Sonata","Overhead Camshaft","Manual","Pale White","SUV","13000"
"C_CND_000325","Taurus","Overhead Camshaft","Manual","Black","SUV","43000"
"C_CND_000326","RAV4","Overhead Camshaft","Manual","Pale White","Hatchback","22000"
"C_CND_000327","Boxter","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26000"
"C_CND_000328","CR-V","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","12000"
"C_CND_000329","Corolla","Overhead Camshaft","Manual","Pale White","Passenger","22000"
"C_CND_000330","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21900"
"C_CND_000331","Beetle","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","45000"
"C_CND_000332","Prowler","Overhead Camshaft","Manual","Pale White","Hatchback","71000"
"C_CND_000333","LW","Overhead Camshaft","Manual","Pale White","Hatchback","13000"
"C_CND_000334","Villager","Overhead Camshaft","Manual","Pale White","Passenger","14000"
"C_CND_000335","Metro","Overhead Camshaft","Manual","Pale White","Passenger","13000"
"C_CND_000336","5-Sep","Overhead Camshaft","Manual","Pale White","Hatchback","28000"
"C_CND_000337","SLK230","Overhead Camshaft","Manual","Pale White","Hatchback","14000"
"C_CND_000338","Xterra","Overhead Camshaft","Manual","Pale White","Passenger","31000"
"C_CND_000339","Crown Victoria","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","29200"
"C_CND_000340","Lumina","Overhead Camshaft","Manual","Black","Passenger","42000"
"C_CND_000341","Ranger","Overhead Camshaft","Manual","Black","Hardtop","18000"
"C_CND_000342","A6","Overhead Camshaft","Manual","Pale White","SUV","13000"
"C_CND_000343","Eldorado","Overhead Camshaft","Manual","Black","Passenger","85000"
"C_CND_000344","Sunfire","Overhead Camshaft","Manual","Pale White","Sedan","43000"
"C_CND_000345","Regal","Overhead Camshaft","Manual","Pale White","Passenger","43500"
"C_CND_000346","Tacoma","Overhead Camshaft","Manual","Black","SUV","36000"
"C_CND_000347","I30","Overhead Camshaft","Manual","Pale White","SUV","16000"
"C_CND_000348","Windstar","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","31000"
"C_CND_000349","Avenger","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","16000"
"C_CND_000350","LS","Overhead Camshaft","Manual","Pale White","Sedan","14000"
"C_CND_000351","Durango","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","24000"
"C_CND_000352","Ram Pickup","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","39000"
"C_CND_000353","TL","Overhead Camshaft","Manual","Pale White","Hatchback","14500"
"C_CND_000354","S70","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","20000"
"C_CND_000355","Pathfinder","Overhead Camshaft","Manual","Pale White","Hardtop","16500"
"C_CND_000356","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","31000"
"C_CND_000357","528i","Overhead Camshaft","Manual","Black","SUV","21000"
"C_CND_000358","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21000"
"C_CND_000359","RAV4","Overhead Camshaft","Manual","Black","Hatchback","85600"
"C_CND_000360","Caravan","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","23000"
"C_CND_000361","323i","Overhead Camshaft","Manual","Pale White","Hatchback","21000"
"C_CND_000362","3000GT","Overhead Camshaft","Manual","Pale White","Sedan","24000"
"C_CND_000363","Ram Wagon","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","22000"
"C_CND_000364","GTI","Overhead Camshaft","Manual","Black","SUV","25000"
"C_CND_000365","Neon","Overhead Camshaft","Manual","Pale White","SUV","22500"
"C_CND_000366","Wrangler","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19000"
"C_CND_000367","Neon","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","27000"
"C_CND_000368","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","18000"
"C_CND_000369","Voyager","Overhead Camshaft","Manual","Black","Passenger","75000"
"C_CND_000370","Prowler","Overhead Camshaft","Manual","Pale White","Hatchback","71500"
"C_CND_000371","SC","Overhead Camshaft","Manual","Pale White","Hatchback","61500"
"C_CND_000372","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21500"
"C_CND_000373","LS400","Overhead Camshaft","Manual","Pale White","Sedan","25000"
"C_CND_000374","CL500","Overhead Camshaft","Manual","Pale White","SUV","29000"
"C_CND_000375","GS400","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","12000"
"C_CND_000376","Caravan","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","23000"
"C_CND_000377","Diamante","Overhead Camshaft","Manual","Pale White","Hatchback","19000"
"C_CND_000378","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19500"
"C_CND_000379","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21000"
"C_CND_000380","Frontier","Overhead Camshaft","Manual","Pale White","Hatchback","20000"
"C_CND_000381","Montero Sport","Overhead Camshaft","Manual","Pale White","Hardtop","29001"
"C_CND_000382","A6","Overhead Camshaft","Manual","Black","SUV","25500"
"C_CND_000383","Caravan","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","19000"
"C_CND_000384","RL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","24000"
"C_CND_000385","Ram Pickup","Overhead Camshaft","Manual","Pale White","Hardtop","20000"
"C_CND_000386","Regal","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","19000"
"C_CND_000387","Intrigue","Overhead Camshaft","Manual","Pale White","SUV","37000"
"C_CND_000388","SLK","Overhead Camshaft","Manual","Pale White","Passenger","17000"
"C_CND_000389","Park Avenue","Overhead Camshaft","Manual","Black","Hatchback","29500"
"C_CND_000390","LS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","46000"
"C_CND_000391","Integra","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","45000"
"C_CND_000392","Mustang","Overhead Camshaft","Manual","Pale White","Hatchback","25000"
"C_CND_000393","Ranger","Overhead Camshaft","Manual","Black","Hardtop","25000"
"C_CND_000394","Cavalier","Overhead Camshaft","Manual","Pale White","SUV","14000"
"C_CND_000395","SLK","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","19000"
"C_CND_000396","Lumina","Overhead Camshaft","Manual","Pale White","Passenger","12000"
"C_CND_000397","RL","Overhead Camshaft","Manual","Pale White","SUV","17000"
"C_CND_000398","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","26000"
"C_CND_000399","Sienna","Overhead Camshaft","Manual","Black","Passenger","27000"
"C_CND_000400","Wrangler","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19000"
"C_CND_000401","Montero Sport","Overhead Camshaft","Manual","Pale White","SUV","29000"
"C_CND_000402","C-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","14000"
"C_CND_000403","Eldorado","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","60000"
"C_CND_000404","Boxter","Overhead Camshaft","Manual","Pale White","SUV","14000"
"C_CND_000405","Avenger","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","22500"
"C_CND_000406","Diamante","Overhead Camshaft","Manual","Black","Hatchback","22000"
"C_CND_000407","C70","Overhead Camshaft","Manual","Pale White","Hatchback","24000"
"C_CND_000408","Accord","Overhead Camshaft","Manual","Black","Sedan","43500"
"C_CND_000409","Camry","Overhead Camshaft","Manual","Black","Hatchback","29000"
"C_CND_000410","Grand Prix","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","42000"
"C_CND_000411","Grand Cherokee","Overhead Camshaft","Manual","Black","SUV","19000"
"C_CND_000412","Celica","Overhead Camshaft","Manual","Pale White","SUV","14000"
"C_CND_000413","Continental","Overhead Camshaft","Manual","Black","Passenger","18000"
"C_CND_000414","Xterra","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","9000"
"C_CND_000415","SL-Class","Overhead Camshaft","Manual","Pale White","Hardtop","26000"
"C_CND_000416","F-Series","Overhead Camshaft","Manual","Pale White","Passenger","13000"
"C_CND_000417","Boxter","Overhead Camshaft","Manual","Pale White","SUV","24000"
"C_CND_000418","SLK","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","46000"
"C_CND_000419","Sable","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","39000"
"C_CND_000420","TL","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","24000"
"C_CND_000421","Grand Prix","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","19000"
"C_CND_000422","Villager","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","28001"
"C_CND_000423","Silhouette","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","60001"
"C_CND_000424","Cougar","Overhead Camshaft","Manual","Pale White","Hatchback","22001"
"C_CND_000425","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","22001"
"C_CND_000426","Neon","Overhead Camshaft","Manual","Pale White","SUV","22000"
"C_CND_000427","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21500"
"C_CND_000428","4Runner","Overhead Camshaft","Manual","Black","Sedan","25000"
"C_CND_000429","S-Class","Overhead Camshaft","Manual","Black","SUV","85000"
"C_CND_000430","3000GT","Overhead Camshaft","Manual","Pale White","Sedan","21000"
"C_CND_000431","RL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","24000"
"C_CND_000432","A8","Overhead Camshaft","Manual","Black","Passenger","44000"
"C_CND_000433","Eldorado","Overhead Camshaft","Manual","Pale White","Passenger","31500"
"C_CND_000434","SLK","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","46000"
"C_CND_000435","F-Series","Overhead Camshaft","Manual","Black","Passenger","22100"
"C_CND_000436","Grand Cherokee","Overhead Camshaft","Manual","Pale White","SUV","21000"
"C_CND_000437","Accord","Overhead Camshaft","Manual","Pale White","Sedan","14000"
"C_CND_000438","328i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18000"
"C_CND_000439","Cabrio","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","16000"
"C_CND_000440","Sunfire","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18000"
"C_CND_000441","C70","Overhead Camshaft","Manual","Black","Hatchback","36000"
"C_CND_000442","S-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","10000"
"C_CND_000443","Montero Sport","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","45000"
"C_CND_000444","Intrigue","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","45000"
"C_CND_000445","Dakota","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","21100"
"C_CND_000446","TL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","28001"
"C_CND_000447","GTI","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","25000"
"C_CND_000448","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26000"
"C_CND_000449","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","15000"
"C_CND_000450","I30","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","21000"
"C_CND_000451","GS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","31001"
"C_CND_000452","Grand Cherokee","Overhead Camshaft","Manual","Pale White","SUV","21001"
"C_CND_000453","CL500","Overhead Camshaft","Manual","Black","SUV","22001"
"C_CND_000454","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","38000"
"C_CND_000455","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26000"
"C_CND_000456","Mystique","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","29000"
"C_CND_000457","GS400","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","31000"
"C_CND_000458","Altima","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21000"
"C_CND_000459","Contour","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","62000"
"C_CND_000460","Galant","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","36600"
"C_CND_000461","Crown Victoria","Overhead Camshaft","Manual","Pale White","Passenger","20000"
"C_CND_000462","Frontier","Overhead Camshaft","Manual","Black","Hatchback","53000"
"C_CND_000463","Eclipse","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","27500"
"C_CND_000464","RL","Overhead Camshaft","Manual","Pale White","SUV","31000"
"C_CND_000465","Neon","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","27000"
"C_CND_000466","Monte Carlo","Overhead Camshaft","Manual","Black","Hatchback","44000"
"C_CND_000467","Navigator","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","19000"
"C_CND_000468","Montero Sport","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","53500"
"C_CND_000469","Intrigue","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","45000"
"C_CND_000470","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","20000"
"C_CND_000471","Windstar","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19000"
"C_CND_000472","GTI","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","25000"
"C_CND_000473","Prowler","Overhead Camshaft","Manual","Pale White","Hatchback","16000"
"C_CND_000474","Concorde","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","42000"
"C_CND_000475","SLK230","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","33000"
"C_CND_000476","Expedition","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26000"
"C_CND_000477","Durango","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","19000"
"C_CND_000478","Eldorado","Overhead Camshaft","Manual","Pale White","Passenger","31000"
"C_CND_000479","Outback","Overhead Camshaft","Manual","Pale White","SUV","49300"
"C_CND_000480","Forester","Overhead Camshaft","Manual","Pale White","Hardtop","17500"
"C_CND_000481","S80","Overhead Camshaft","Manual","Pale White","Sedan","25000"
"C_CND_000482","Intrigue","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","45000"
"C_CND_000483","GTI","Overhead Camshaft","Manual","Black","SUV","25000"
"C_CND_000484","Monte Carlo","Overhead Camshaft","Manual","Pale White","Hatchback","17000"
"C_CND_000485","S-Class","Overhead Camshaft","Manual","Pale White","SUV","21500"
"C_CND_000486","Expedition","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26001"
"C_CND_000487","Forester","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","22001"
"C_CND_000488","3-Sep","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","23501"
"C_CND_000489","SC","Overhead Camshaft","Manual","Pale White","SUV","61000"
"C_CND_000490","LW","Overhead Camshaft","Manual","Pale White","Hatchback","13500"
"C_CND_000491","Durango","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","24000"
"C_CND_000492","3000GT","Overhead Camshaft","Manual","Pale White","Sedan","24000"
"C_CND_000493","Monte Carlo","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21200"
"C_CND_000494","Mountaineer","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hardtop","21000"
"C_CND_000495","SC","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hardtop","33000"
"C_CND_000496","S-Class","Overhead Camshaft","Manual","Pale White","SUV","21000"
"C_CND_000497","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","9200"
"C_CND_000498","Grand Marquis","Overhead Camshaft","Manual","Pale White","SUV","16000"
"C_CND_000499","528i","Overhead Camshaft","Manual","Pale White","SUV","29000"
"C_CND_000500","Galant","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","36000"
"C_CND_000501","528i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","62000"
"C_CND_000502","Cherokee","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","14000"
"C_CND_000503","Passat","Overhead Camshaft","Manual","Pale White","Hatchback","12000"
"C_CND_000504","Carrera Coupe","Overhead Camshaft","Manual","Pale White","Hatchback","26500"
"C_CND_000505","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22650"
"C_CND_000506","Ram Pickup","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","57500"
